file,sponsored
119_raw_html.txt,0.0
167_raw_html.txt,0.02
329_raw_html.txt,0.2
419_raw_html.txt,0.06
431_raw_html.txt,0.13
455_raw_html.txt,0.05
497_raw_html.txt,0.0
527_raw_html.txt,0.15
533_raw_html.txt,0.05
575_raw_html.txt,0.04
599_raw_html.txt,0.0
863_raw_html.txt,0.2
875_raw_html.txt,0.23
935_raw_html.txt,0.11
1031_raw_html.txt,0.05383089870956592
1043_raw_html.txt,0.04
1079_raw_html.txt,0.19
1193_raw_html.txt,0.12
1421_raw_html.txt,0.02
1451_raw_html.txt,0.1
1577_raw_html.txt,0.06
1589_raw_html.txt,0.02
1637_raw_html.txt,0.0
1709_raw_html.txt,0.01
1715_raw_html.txt,0.23
1745_raw_html.txt,0.0
1835_raw_html.txt,0.02
2009_raw_html.txt,0.11
2099_raw_html.txt,0.11
2135_raw_html.txt,0.0
2315_raw_html.txt,0.11923076923076924
2321_raw_html.txt,0.06
2387_raw_html.txt,0.1
2441_raw_html.txt,0.14
2453_raw_html.txt,0.0
2759_raw_html.txt,0.11
2783_raw_html.txt,0.01
2789_raw_html.txt,0.01
2927_raw_html.txt,0.12
2981_raw_html.txt,0.04
3059_raw_html.txt,0.14
3065_raw_html.txt,0.46
3083_raw_html.txt,0.07
3095_raw_html.txt,0.16
3311_raw_html.txt,0.11
3317_raw_html.txt,0.0
3359_raw_html.txt,0.03
3461_raw_html.txt,0.02
3575_raw_html.txt,0.0
3689_raw_html.txt,0.15
3707_raw_html.txt,0.17
3731_raw_html.txt,0.15
3767_raw_html.txt,0.08
3803_raw_html.txt,0.0
3809_raw_html.txt,0.97
3839_raw_html.txt,0.0
3881_raw_html.txt,0.18
3959_raw_html.txt,0.25
4007_raw_html.txt,0.04
4055_raw_html.txt,0.11
4163_raw_html.txt,0.09
4187_raw_html.txt,0.01
4325_raw_html.txt,0.08
4331_raw_html.txt,0.09
4409_raw_html.txt,0.13
4481_raw_html.txt,0.01
4529_raw_html.txt,0.15
4589_raw_html.txt,0.04
4655_raw_html.txt,0.16
4673_raw_html.txt,0.06
4721_raw_html.txt,0.02
4769_raw_html.txt,0.42
4871_raw_html.txt,0.02
4943_raw_html.txt,0.06
4973_raw_html.txt,0.05383089870956592
5015_raw_html.txt,0.01
5057_raw_html.txt,0.0
5093_raw_html.txt,0.07920944324790737
5237_raw_html.txt,0.29
5249_raw_html.txt,0.0
5477_raw_html.txt,0.03
5483_raw_html.txt,0.13
5489_raw_html.txt,0.19
5501_raw_html.txt,0.17
5573_raw_html.txt,0.09
5591_raw_html.txt,0.08
5609_raw_html.txt,0.07
5681_raw_html.txt,0.14
5693_raw_html.txt,0.09
5735_raw_html.txt,0.05
5933_raw_html.txt,0.07
6005_raw_html.txt,0.46
6359_raw_html.txt,0.17
6419_raw_html.txt,0.0
6455_raw_html.txt,0.14
6461_raw_html.txt,0.14
6479_raw_html.txt,0.0
6575_raw_html.txt,0.08
6623_raw_html.txt,0.05
6725_raw_html.txt,0.03
6803_raw_html.txt,0.03
6833_raw_html.txt,0.0
6845_raw_html.txt,0.17
6911_raw_html.txt,0.08
6941_raw_html.txt,0.05383089870956592
6983_raw_html.txt,0.43
7037_raw_html.txt,0.05
7079_raw_html.txt,0.0
7199_raw_html.txt,0.09
7367_raw_html.txt,0.11
7439_raw_html.txt,0.13
7523_raw_html.txt,0.0
7601_raw_html.txt,0.13
7697_raw_html.txt,0.0
7745_raw_html.txt,0.01
7763_raw_html.txt,0.22
7769_raw_html.txt,0.1
7877_raw_html.txt,0.08876747937239159
7949_raw_html.txt,0.14
7985_raw_html.txt,0.13
8027_raw_html.txt,0.09
8081_raw_html.txt,0.0
8087_raw_html.txt,0.25
8231_raw_html.txt,0.06
8405_raw_html.txt,0.13
8441_raw_html.txt,0.05383089870956592
8537_raw_html.txt,0.12
8609_raw_html.txt,0.0
8657_raw_html.txt,0.13
8723_raw_html.txt,0.16200000000000003
8831_raw_html.txt,0.05
8981_raw_html.txt,0.01
9053_raw_html.txt,0.35
9059_raw_html.txt,0.01
9077_raw_html.txt,0.09
9125_raw_html.txt,0.0
9515_raw_html.txt,0.0
9545_raw_html.txt,0.33
9587_raw_html.txt,0.07
9695_raw_html.txt,0.03
9851_raw_html.txt,0.18
9965_raw_html.txt,0.11
10133_raw_html.txt,0.14
10145_raw_html.txt,0.008675283027179714
10229_raw_html.txt,0.01
10241_raw_html.txt,0.0
10271_raw_html.txt,0.0
10301_raw_html.txt,0.01
10313_raw_html.txt,0.07
10415_raw_html.txt,0.05383089870956592
10559_raw_html.txt,0.05
10589_raw_html.txt,0.0
10751_raw_html.txt,0.06291666666666668
10757_raw_html.txt,0.0
10781_raw_html.txt,0.22
10787_raw_html.txt,0.01
10799_raw_html.txt,0.01
10871_raw_html.txt,0.14
10895_raw_html.txt,0.09
10943_raw_html.txt,0.12
10979_raw_html.txt,0.24
11045_raw_html.txt,0.06
11075_raw_html.txt,0.07
11087_raw_html.txt,0.22
11099_raw_html.txt,0.16
11129_raw_html.txt,0.05383089870956592
11207_raw_html.txt,0.03
11225_raw_html.txt,0.0
11255_raw_html.txt,0.03
11279_raw_html.txt,0.06
11339_raw_html.txt,0.03
11345_raw_html.txt,0.17
11375_raw_html.txt,0.01
11393_raw_html.txt,0.11
11603_raw_html.txt,0.0
11639_raw_html.txt,0.11
11645_raw_html.txt,0.05383089870956592
11669_raw_html.txt,0.03
11771_raw_html.txt,0.07
11795_raw_html.txt,0.04
11831_raw_html.txt,0.07
11909_raw_html.txt,0.14
11915_raw_html.txt,0.12
11921_raw_html.txt,0.13
12101_raw_html.txt,0.05
12149_raw_html.txt,0.0
12203_raw_html.txt,0.08
12215_raw_html.txt,0.12
12239_raw_html.txt,0.07
12347_raw_html.txt,0.28
12431_raw_html.txt,0.13
12497_raw_html.txt,0.15
12623_raw_html.txt,0.05
12671_raw_html.txt,0.22
12833_raw_html.txt,0.11
12881_raw_html.txt,0.0
12911_raw_html.txt,0.0
12923_raw_html.txt,0.01
12953_raw_html.txt,0.0
12965_raw_html.txt,0.05383089870956592
13109_raw_html.txt,0.23
13253_raw_html.txt,0.01
13397_raw_html.txt,0.05
13601_raw_html.txt,0.04
13739_raw_html.txt,0.05
13787_raw_html.txt,0.02
13943_raw_html.txt,0.2
13973_raw_html.txt,0.03
14069_raw_html.txt,0.13
14183_raw_html.txt,0.02
14213_raw_html.txt,0.03
14255_raw_html.txt,0.22
14261_raw_html.txt,0.11
14339_raw_html.txt,0.1
14417_raw_html.txt,0.0
14423_raw_html.txt,0.0
14429_raw_html.txt,0.43
14507_raw_html.txt,0.11
14537_raw_html.txt,0.0
14543_raw_html.txt,0.13
14609_raw_html.txt,0.26
14633_raw_html.txt,0.02
14651_raw_html.txt,0.21
14669_raw_html.txt,0.07
14675_raw_html.txt,0.02
14801_raw_html.txt,0.1
14891_raw_html.txt,0.12
14903_raw_html.txt,0.05
14999_raw_html.txt,0.04
15041_raw_html.txt,0.05
15107_raw_html.txt,0.13
15167_raw_html.txt,0.04
15185_raw_html.txt,0.04
15227_raw_html.txt,0.07
15257_raw_html.txt,0.07
15275_raw_html.txt,0.24
15317_raw_html.txt,0.03
15353_raw_html.txt,0.07823876924866488
15377_raw_html.txt,0.0
15527_raw_html.txt,0.07
15563_raw_html.txt,0.05
15629_raw_html.txt,0.0
15719_raw_html.txt,0.0
16031_raw_html.txt,0.08
16079_raw_html.txt,0.0
16097_raw_html.txt,0.08
16121_raw_html.txt,0.02
16295_raw_html.txt,0.23
16319_raw_html.txt,0.05383089870956592
16355_raw_html.txt,0.01
16397_raw_html.txt,0.02
16661_raw_html.txt,0.17
16667_raw_html.txt,0.05383089870956592
16709_raw_html.txt,0.04
16715_raw_html.txt,0.0
16871_raw_html.txt,0.28
16919_raw_html.txt,0.0
17135_raw_html.txt,0.07
17207_raw_html.txt,0.01
17285_raw_html.txt,0.14944560994560996
17303_raw_html.txt,0.03351172083491723
17363_raw_html.txt,0.0
17387_raw_html.txt,0.05
17393_raw_html.txt,0.05383089870956592
17417_raw_html.txt,0.06
17447_raw_html.txt,0.19
17495_raw_html.txt,0.56
17507_raw_html.txt,0.04
17627_raw_html.txt,0.17
17687_raw_html.txt,0.05
17693_raw_html.txt,0.07
17699_raw_html.txt,0.05
17717_raw_html.txt,0.17
17819_raw_html.txt,0.33
17849_raw_html.txt,0.07
