file,sponsored
119_raw_html.txt,0.02
167_raw_html.txt,0.1
329_raw_html.txt,0.08
419_raw_html.txt,0.02
431_raw_html.txt,0.08
455_raw_html.txt,0.01
497_raw_html.txt,0.0
527_raw_html.txt,0.28
533_raw_html.txt,0.05
575_raw_html.txt,0.15
599_raw_html.txt,0.0
863_raw_html.txt,0.08
875_raw_html.txt,0.68
935_raw_html.txt,0.09
1031_raw_html.txt,0.0539516760789925
1043_raw_html.txt,0.04
1079_raw_html.txt,0.06
1193_raw_html.txt,0.31
1421_raw_html.txt,0.1
1451_raw_html.txt,0.12
1577_raw_html.txt,0.04
1589_raw_html.txt,0.09
1637_raw_html.txt,0.0
1709_raw_html.txt,0.02
1715_raw_html.txt,0.02
1745_raw_html.txt,0.0
1835_raw_html.txt,0.16
2009_raw_html.txt,0.05
2099_raw_html.txt,0.0575
2135_raw_html.txt,0.15
2315_raw_html.txt,0.09
2321_raw_html.txt,0.02
2387_raw_html.txt,0.02
2441_raw_html.txt,0.08
2453_raw_html.txt,0.03
2759_raw_html.txt,0.22
2783_raw_html.txt,0.07
2789_raw_html.txt,0.12
2927_raw_html.txt,0.16
2981_raw_html.txt,0.03
3059_raw_html.txt,0.1
3065_raw_html.txt,0.23
3083_raw_html.txt,0.09
3095_raw_html.txt,0.11
3311_raw_html.txt,0.12
3317_raw_html.txt,0.0
3359_raw_html.txt,0.03
3461_raw_html.txt,0.01
3575_raw_html.txt,0.02
3689_raw_html.txt,0.19
3707_raw_html.txt,0.09
3731_raw_html.txt,0.04
3767_raw_html.txt,0.15928571428571428
3803_raw_html.txt,0.0
3809_raw_html.txt,0.13
3839_raw_html.txt,0.0
3881_raw_html.txt,0.08
3959_raw_html.txt,0.04
4007_raw_html.txt,0.34
4055_raw_html.txt,0.02
4163_raw_html.txt,0.15
4187_raw_html.txt,0.0
4325_raw_html.txt,0.1
4331_raw_html.txt,0.04
4409_raw_html.txt,0.1
4481_raw_html.txt,0.0
4529_raw_html.txt,0.244
4589_raw_html.txt,0.05
4655_raw_html.txt,0.08
4673_raw_html.txt,0.15
4721_raw_html.txt,0.04
4769_raw_html.txt,0.17
4871_raw_html.txt,0.024444444444444446
4943_raw_html.txt,0.05
4973_raw_html.txt,0.0539516760789925
5015_raw_html.txt,0.13849999999999998
5057_raw_html.txt,0.0
5093_raw_html.txt,0.0
5237_raw_html.txt,0.34
5249_raw_html.txt,0.04
5477_raw_html.txt,0.15
5483_raw_html.txt,0.09
5489_raw_html.txt,0.13
5501_raw_html.txt,0.05
5573_raw_html.txt,0.06
5591_raw_html.txt,0.12
5609_raw_html.txt,0.03
5681_raw_html.txt,0.08
5693_raw_html.txt,0.16
5735_raw_html.txt,0.09
5933_raw_html.txt,0.02
6005_raw_html.txt,0.12
6359_raw_html.txt,0.03
6419_raw_html.txt,0.14
6455_raw_html.txt,0.04
6461_raw_html.txt,0.13
6479_raw_html.txt,0.0
6575_raw_html.txt,0.07
6623_raw_html.txt,0.01
6725_raw_html.txt,0.09
6803_raw_html.txt,0.19
6833_raw_html.txt,0.0
6845_raw_html.txt,0.14
6911_raw_html.txt,0.04
6941_raw_html.txt,0.0539516760789925
6983_raw_html.txt,0.73
7037_raw_html.txt,0.27
7079_raw_html.txt,0.0
7199_raw_html.txt,0.05
7367_raw_html.txt,0.2
7439_raw_html.txt,0.02
7523_raw_html.txt,0.0
7601_raw_html.txt,0.16
7697_raw_html.txt,0.03
7745_raw_html.txt,0.17
7763_raw_html.txt,0.16
7769_raw_html.txt,0.03
7877_raw_html.txt,0.09323390645002483
7949_raw_html.txt,0.06
7985_raw_html.txt,0.1
8027_raw_html.txt,0.16
8081_raw_html.txt,0.0
8087_raw_html.txt,0.0
8231_raw_html.txt,0.06
8405_raw_html.txt,0.09
8441_raw_html.txt,0.0539516760789925
8537_raw_html.txt,0.01
8609_raw_html.txt,0.0
8657_raw_html.txt,0.07
8723_raw_html.txt,0.15216666666666664
8831_raw_html.txt,0.03
8981_raw_html.txt,0.02
9053_raw_html.txt,0.09
9059_raw_html.txt,0.06
9077_raw_html.txt,0.08
9125_raw_html.txt,0.0
9515_raw_html.txt,0.0
9545_raw_html.txt,0.09
9587_raw_html.txt,0.09
